participant_code,chain_code,generation,treatment_appeal,feedback_message,mix_and_match,mismatch,color_based,shape_based,spread,mix_nutrients,pure_nutrients,spatial,useall,time,blue_prioritize,yellow_prioritize,red_prioritize,less_per_plant,more_per_plant,variation,other,noinfo
605oodss,5p4p9nub5_r920kresL,4,low_appeal,"The field yields a higher output when the same colour feed is given to all of the plants, with the same center shapes being given the same quantity.",0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
r3muaf6y,czy995vgh_r920kresL,4,low_appeal,"The field yields a higher output when you distribute the rounder shapes unevenly and more square shapes evenly. rounder shapes will usually only need blue or yellow, more square shapes should be even. Dont add more than 2 of 1 colour or 3 total on a flower",0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0
3r16nncz,czy995vgh_r920kresL,4,low_appeal,"The field yields a higher output when distribute them evenly, but let your focus be extensively on blue and yellow to gain more points",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
6fm0vvaj,czy995vgh_r920kresL,4,low_appeal,"The field yields a higher output when you use the blue solution in each of your plants. The second most used should then be yellow, and lastly read. The solutions should be spread in different plants though.",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0
1lkpfv7q,fek9p7w0j_r920kresL,4,low_appeal,"The field yields a higher output when you use blue over the other colours , I would try and use even numbers as this appears to be higher , I would not use red as this provided a lower output",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
c7iggx3g,fek9p7w0j_r920kresL,4,low_appeal,The field yields a higher output when nutrients are mixed with blue and yellow. It seemed that red nutrients deprecated the output of points.,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
814izyzr,fek9p7w0j_r920kresL,4,low_appeal,"The field yields a higher output when you feed them blue nutrients and ensure you maintain same number across board, e.g. one blue nutrient for all. It also performed well when I added yellow nutrients as opposed to red nutrients",0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0
5o2665sb,iab05dwju_r920kresL,4,low_appeal,The field yields a higher output when it changes every round. I submitted the same solution for three rounds and got different results.,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
xkc3xf1y,iab05dwju_r920kresL,4,low_appeal,The field yields a higher output when solutions are mixed e.g. 1 red and 1 blue and they are spread across the field not just close together,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
py5ed9po,iab05dwju_r920kresL,4,low_appeal,The field yields a higher output when you keep at least one yellow nutrient in each per time. Alternate between blue and red each time in each box.,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0
pjl3jjbd,plmighu3z_r920kresL,4,low_appeal,"The field yields a higher output when you select only yellow nutrients on the plant however; make sure that you switch it up with other combinations between rounds I.e. 1 yellow, 1 red on one plant, then next round, only 2 yellow.",0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
pr1ptt3x,plmighu3z_r920kresL,4,low_appeal,The field yields a higher output when you use the same exact amount of nutrients for the ones that have matching shapes. The yellow seems to do better on the ones that do not have a match for their shape.,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
vna6nbj1,plmighu3z_r920kresL,4,low_appeal,The field yields a higher output when you put 2 nutrients on the middle and botton row of the field. I find the yellow and red work better than the blue one.,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
cqya9mcp,qwkawncgn_r920kresL,4,low_appeal,The field yields a higher output when you use only blue potions for the first 8 flowers (so 2 blue per flower for the first 8),0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
yw8wp76g,qwkawncgn_r920kresL,4,low_appeal,The field yields a higher output when you slipt your available chances mostly on blue and yellow,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
rm7zce48,qwkawncgn_r920kresL,4,low_appeal,The field yields a higher output when you spread it across as much as possible prioritizing the same crops.,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
jjdb8e0c,0o9sbfmb3_iow52nbfL,4,low_appeal,The field yields a higher output when you use more yellow for the crosses. It also possibly responds better when you use all the nutrients.,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
jfg63qjs,0o9sbfmb3_iow52nbfL,4,low_appeal,The field yields a higher output when I gave all 1 blue and then all yellow for crosses like my solution. I did my solution twice (keeping most of the yellow on the left cross) and got 700-800 points each time.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
b2dxybhv,0o9sbfmb3_iow52nbfL,4,low_appeal,"The field yields a higher output when you use all 16 nutrients and stars and pluses are given 1 yellow nutrient, and the remaining shapes are given a combination of nutrients.",0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0
64q9zpto,4uv5qga2z_iow52nbfL,4,low_appeal,"The field yields a higher output when the blue nutrient is used evenly across the board. A combination of red and blue is effective as well, and not all 16 nutrients need to be used in a round.",0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0
t1m8eiqk,4uv5qga2z_iow52nbfL,4,low_appeal,The field yields a higher output when blue is spread evenly across the field and red is also given to all the plus flowers.,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0
lpdspj9h,4uv5qga2z_iow52nbfL,4,low_appeal,"The field yields a higher output when you use the blue one evenly, seemingly the other colours lower the score, and using them together makes the score lower. The highest score I got was from using one blue on each one, and no other colours. I got 930 on that one",0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
haabptz4,dpyn89dks_iow52nbfL,4,low_appeal,The field yields a higher output when you use the blue option. I think the square and triangle give off the most points.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
rxcda42y,dpyn89dks_iow52nbfL,4,low_appeal,"The field yields a higher output when you prioritise red and yellow solutions. I was achieving the best outcomes on average using these two colours. Even though the results were different each time, the consistency of this method was the most beneficial.",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
eeab2z8y,dpyn89dks_iow52nbfL,4,low_appeal,The field yields a higher output when you add 1 red and 1 yellow nutrient to the plants on the top two horizontal rows and then on the final row adding one red or one yellow nutrient to each plant and another final nutrient to either red or yellow  to a plant of your choice on that row.,0,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0
gg62nk80,g3eqh2ire_iow52nbfL,4,low_appeal,The field yields a higher output when you focus your points distribution on the bottom row then focus on red and yellow for the middle and then distribute yellow and blue for the top.,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0
ur4p1fb7,g3eqh2ire_iow52nbfL,4,low_appeal,The field yields a higher output when you only do Blue and yellow on the top and middle row. Then the bottom row you have to do Blue and yellow on the first plant then only yellow then only red. Happy feeding!,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0
4j643qou,g3eqh2ire_iow52nbfL,4,low_appeal,The field yields a higher output when red and yellow are combined in the top section,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
m8rzbmzc,hi5b3cmq4_iow52nbfL,4,low_appeal,The field yields a higher output when you use yellows and blue. I noticed that the reds yeild a lower output.,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
9ycmtrqt,hi5b3cmq4_iow52nbfL,4,low_appeal,The field yields a higher output when you mix blue and yellow and disperse a red nutrient around the field.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
99tr0pir,hi5b3cmq4_iow52nbfL,4,low_appeal,The field yields a higher output when you add 1 blue and 1 yellow to each plant in order to maximize your total score.,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
1rrw6wya,msmg1m4ue_iow52nbfL,4,low_appeal,The field yields a higher output when yellow is used instead of blue,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
wpjlikyh,msmg1m4ue_iow52nbfL,4,low_appeal,The field yields a higher output when you add yellow to each flower and use the remainder to add red.,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
93vv4jy6,msmg1m4ue_iow52nbfL,4,low_appeal,"The field yields a higher output when you give every plant at least 1 yellow. I had success when giving each one yellow, and allocating the remaining red to each one - you will not be able to give each one a red as you will max out. I scored highly when allocating only 15 and not 16 of the nutrients.",0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
lnifcph9,pxat8o8cz_iow52nbfL,4,low_appeal,The field yields a higher output when you select 1 blue nutrient for each plant and 1 yellow nutrient for the star and cross plants.,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
ajq5625h,pxat8o8cz_iow52nbfL,4,low_appeal,"The field yields a higher output when you cover every flower with a blue. the the rest with red and yellow, I couldn't see much logic beyond that.",0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
6k8vr1wd,pxat8o8cz_iow52nbfL,4,low_appeal,"The field yields a higher output when there is one blue for each, one red for all the stars, and one or two yellows for plus symbols.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19xxkxdj,q827jyv4x_iow52nbfL,4,low_appeal,The field yields a higher output when you select the blue nutrient. I don't know what but I have noticed that the symbols in the middle of the flower play some role. Flowers with the same symbol should have the same amount of nutrients e.g. both stars are 1 and all crosses are 2.,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
pzoacnz6,q827jyv4x_iow52nbfL,4,low_appeal,"The field yields a higher output when you use only blue nutrients to feed the plants. Use all 16 nutrients-give 2 blues to the first 7 plants, and then 1 blue each to the remaining two plants for a total of 16.",0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0
jsjbmcs5,q827jyv4x_iow52nbfL,4,low_appeal,The field yields a higher output when you give 1 blue to first 2 plants and then 2 blue to rest of plants. Only use blue.,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0
yj8hc3sp,t1xk22q3b_iow52nbfL,4,low_appeal,The field yields a higher output when you give the same treatment to plants of the same shape.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6kd8g927,t1xk22q3b_iow52nbfL,4,low_appeal,The field yields a higher output when you use same amount of nutrients for same shape of plants and also use remaining nutrients as per the shape placement as in use middle nutrient for middle line plant.,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
7os4alz2,t1xk22q3b_iow52nbfL,4,low_appeal,The field yields a higher output when you give all plants one or two blue nutrients and nothing else. Use all 16 nutrients on blue.,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0
g8tr2ugv,winww1z7z_iow52nbfL,4,low_appeal,"The field yields a higher output when you avoid red entirely and only use blue and yellow. Use more blue than yellow, focusing especially on the first row. Also evenly spread out the blue and yellow making sure every shape has a colour. Don't put too much colour in one shape as this will yield in less points.",0,0,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0,0
f2qmp6wk,winww1z7z_iow52nbfL,4,low_appeal,The field yields a higher output when select a single colour for each picking more of blue and a bit of yellow,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
76vvzcf1,winww1z7z_iow52nbfL,4,low_appeal,The field yields a higher output when you use mostly blue with a bit of yellow sprinkled in,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
